TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20030925,15.623,1.0,302.295,188.462,0.0,324.074,0.0,4.163,0.0,100.676,1.0,0.4,1.0,2.695,0.75,0.4585111136111111,0.75,-9999,0.0,320.151597565625,1.0,-9999,0.0,-9999,0.0,378.752,1.0,-9999,-9999,-9999,-9999,15.4496,-9999,-9999,-9999,-9999,-9999,29.5376,-9999,-9999,-9999,-9999,-9999,-1.01289,0.875,-9999,-1.01289,-1.01289,-1.01289,0.875,0.875,0.875,4.84338,4.84338,4.84338,4.84338,5.85627,5.85627,5.85627,5.85627,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20030926,13.305,1.0,299.169,28.834,0.0,376.82,0.0,1.039,0.0,101.085,1.0,5.8,1.0,1.225,0.520833,0.21197118640000004,0.5208333333333334,-9999,0.0,48.046421306333336,1.0,-9999,0.0,-9999,0.0,386.568,1.0,-9999,-9999,-9999,-9999,2.75491,-9999,-9999,-9999,-9999,-9999,-3.54375,-9999,-9999,-9999,-9999,-9999,4.10536,0.770833,-9999,4.10536,4.10536,4.10536,0.770833,0.770833,0.770833,4.67132,4.67132,4.67132,4.67132,0.565961,0.565961,0.565961,0.565961,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20030927,17.687,1.0,296.039,69.743,0.0,379.2,0.0,2.679,0.0,101.15,1.0,0.1,1.0,1.651,0.770833,0.2795858056756757,0.7708333333333334,-9999,0.0,139.01019179729167,1.0,-9999,0.0,-9999,0.0,382.465,1.0,-9999,-9999,-9999,-9999,16.5202,-9999,-9999,-9999,-9999,-9999,-11.3645,-9999,-9999,-9999,-9999,-9999,0.176976,0.8125,-9999,0.176976,0.176976,0.176976,0.8125,0.8125,0.8125,4.79471,4.79471,4.79471,4.79471,4.61774,4.61774,4.61774,4.61774,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20030928,19.305,1.0,292.908,28.31,0.0,397.827,0.0,0.97,0.0,100.086,1.0,66.4,1.0,2.555,0.4375,-9999,0.0,-9999,0.0,33.1506221045,1.0,-9999,0.0,-9999,0.0,372.935,0.875,-9999,-9999,-9999,-9999,3.02262,-9999,-9999,-9999,-9999,-9999,7.10804,-9999,-9999,-9999,-9999,-9999,2.8196,0.645833,-9999,2.8196,2.8196,2.8196,0.645833,0.645833,0.645833,4.7919,4.7919,4.7919,4.7919,1.9723,1.9723,1.9723,1.9723,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20030929,15.64,1.0,289.775,69.977,0.0,364.39,0.0,2.093,0.0,99.883,1.0,8.1,1.0,1.412,0.375,-9999,0.0,-9999,0.0,130.3229169630625,1.0,-9999,0.0,-9999,0.0,374.437,0.416667,-9999,-9999,-9999,-9999,3.96096,-9999,-9999,-9999,-9999,-9999,11.5726,-9999,-9999,-9999,-9999,-9999,2.52755,0.395833,-9999,2.52755,2.52755,2.52755,0.395833,0.395833,0.395833,4.49956,4.49956,4.49956,4.49956,1.97201,1.97201,1.97201,1.97201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20030930,11.824,1.0,286.642,158.131,0.0,292.292,0.0,3.452,0.0,100.863,1.0,0.2,1.0,1.741,0.0,-9999,-9999,-9999,-9999,324.44963419562504,1.0,-9999,-9999,-9999,-9999,380.237,0.0208333,-9999,-9999,-9999,-9999,7.18328,-9999,-9999,-9999,-9999,-9999,0.917609,-9999,-9999,-9999,-9999,-9999,1.32249,0.0208333,-9999,1.32249,1.32249,1.32249,0.0208333,0.0208333,0.0208333,4.04101,4.04101,4.04101,4.04101,2.71852,2.71852,2.71852,2.71852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031001,8.288,1.0,283.51,89.683,0.0,302.486,0.0,2.245,0.0,101.034,1.0,0.1,1.0,1.5,0.0,-9999,0.0,-9999,0.0,130.03912856,1.0,-9999,0.0,-9999,0.0,383.997,0.0208333,-9999,-9999,-9999,-9999,14.2145,-9999,-9999,-9999,-9999,-9999,-6.72206,-9999,-9999,-9999,-9999,-9999,-0.846442,0.0,-9999,-0.846442,-0.846442,-0.846442,0.0,0.0,0.0,3.59745,3.59745,3.59745,3.59745,4.4439,4.4439,4.4439,4.4439,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031002,8.94,1.0,280.379,73.318,0.0,324.321,0.0,0.811,0.0,100.369,1.0,8.3,1.0,1.26,0.8125,0.23903019923076926,0.8125,-9999,0.0,96.41088467895833,1.0,-9999,0.0,-9999,0.0,383.124,1.0,-9999,-9999,-9999,-9999,14.2511,-9999,-9999,-9999,-9999,-9999,-5.6347,-9999,-9999,-9999,-9999,-9999,-0.915898,0.75,-9999,-0.915898,-0.915898,-0.915898,0.75,0.75,0.75,3.35308,3.35308,3.35308,3.35308,4.26898,4.26898,4.26898,4.26898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031003,6.894,1.0,277.251,186.982,0.0,259.975,0.0,3.364,0.0,100.601,1.0,0.4,1.0,2.61,0.979167,0.47457365106382976,0.9791666666666666,-9999,0.0,400.48325701395834,1.0,-9999,0.0,-9999,0.0,362.105,1.0,-9999,-9999,-9999,-9999,67.9315,-9999,-9999,-9999,-9999,-9999,15.4265,-9999,-9999,-9999,-9999,-9999,-1.88577,1.0,-9999,-1.88577,-1.88577,-1.88577,1.0,1.0,1.0,2.98902,2.98902,2.98902,2.98902,4.87479,4.87479,4.87479,4.87479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031004,9.32,1.0,274.127,94.898,0.0,321.234,0.0,2.628,0.0,100.343,1.0,13.7,1.0,3.184,0.6875,0.4559362642424242,0.6875,-9999,0.0,188.5722480513542,1.0,-9999,0.0,-9999,0.0,365.105,1.0,-9999,-9999,-9999,-9999,26.5717,-9999,-9999,-9999,-9999,-9999,16.6268,-9999,-9999,-9999,-9999,-9999,-1.96509,0.8125,-9999,-1.96509,-1.96509,-1.96509,0.8125,0.8125,0.8125,2.83163,2.83163,2.83163,2.83163,4.79672,4.79672,4.79672,4.79672,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031005,7.109,1.0,271.006,158.948,0.0,279.354,0.0,3.107,0.0,100.013,1.0,1.1,1.0,1.897,0.729167,0.2941526185714286,0.7291666666666666,-9999,0.0,242.14928497645838,1.0,-9999,0.0,-9999,0.0,369.172,1.0,-9999,-9999,-9999,-9999,30.5768,-9999,-9999,-9999,-9999,-9999,3.99003,-9999,-9999,-9999,-9999,-9999,-1.21606,0.9375,-9999,-1.21606,-1.21606,-1.21606,0.9375,0.9375,0.9375,2.72296,2.72296,2.72296,2.72296,3.93901,3.93901,3.93901,3.93901,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031006,5.812,1.0,267.892,115.198,0.0,280.491,0.0,2.932,0.0,100.712,1.0,0.0,1.0,2.399,0.833333,0.42021727775000006,0.8333333333333334,-9999,0.0,263.2228414489584,1.0,-9999,0.0,-9999,0.0,366.491,1.0,-9999,-9999,-9999,-9999,18.8235,-9999,-9999,-9999,-9999,-9999,18.5546,-9999,-9999,-9999,-9999,-9999,-2.45847,1.0,-9999,-2.45847,-2.45847,-2.45847,1.0,1.0,1.0,2.67575,2.67575,2.67575,2.67575,5.13422,5.13422,5.13422,5.13422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031007,7.287,1.0,264.783,138.321,0.0,277.517,0.0,3.224,0.0,100.999,1.0,0.0,1.0,2.283,0.895833,0.3782475081395349,0.8958333333333334,-9999,-9999,299.2143144554166,1.0,-9999,-9999,-9999,-9999,366.036,1.0,-9999,-9999,-9999,-9999,29.9161,-9999,-9999,-9999,-9999,-9999,28.8707,-9999,-9999,-9999,-9999,-9999,-1.89929,1.0,-9999,-1.89929,-1.89929,-1.89929,1.0,1.0,1.0,2.73633,2.73633,2.73633,2.73633,4.63561,4.63561,4.63561,4.63561,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031008,12.899,1.0,261.683,163.533,0.0,301.419,0.0,5.042,0.0,100.84,1.0,0.0,1.0,2.49,1.0,0.40732737604166663,1.0,-9999,0.0,350.64487904125,1.0,-9999,0.0,-9999,0.0,374.294,1.0,-9999,-9999,-9999,-9999,48.4509,-9999,-9999,-9999,-9999,-9999,31.7242,-9999,-9999,-9999,-9999,-9999,-2.01096,1.0,-9999,-2.01096,-2.01096,-2.01096,1.0,1.0,1.0,2.93757,2.93757,2.93757,2.93757,4.94852,4.94852,4.94852,4.94852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031009,12.589,1.0,258.59,151.371,0.0,305.994,0.0,4.148,0.0,101.379,1.0,0.0,1.0,1.5,0.0,-9999,0.0,-9999,0.0,275.8522246197917,1.0,-9999,0.0,-9999,0.0,383.012,0.0416667,-9999,-9999,-9999,-9999,42.2152,-9999,-9999,-9999,-9999,-9999,35.8897,-9999,-9999,-9999,-9999,-9999,-1.80077,0.0208333,-9999,-1.80077,-1.80077,-1.80077,0.0208333,0.0208333,0.0208333,2.95589,2.95589,2.95589,2.95589,4.75666,4.75666,4.75666,4.75666,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031010,13.984,1.0,255.507,136.654,0.0,317.542,0.0,3.962,0.0,101.603,1.0,0.0,1.0,1.564,0.895833,0.22587829953488373,0.8958333333333334,-9999,0.0,307.65209992187505,1.0,-9999,0.0,-9999,0.0,391.55,1.0,-9999,-9999,-9999,-9999,35.3862,-9999,-9999,-9999,-9999,-9999,41.3398,-9999,-9999,-9999,-9999,-9999,-1.23516,0.958333,-9999,-1.23516,-1.23516,-1.23516,0.958333,0.958333,0.958333,3.01812,3.01812,3.01812,3.01812,4.25328,4.25328,4.25328,4.25328,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031011,15.715,1.0,252.435,161.056,0.0,307.086,0.0,4.764,0.0,101.337,1.0,0.0,1.0,1.429,0.75,0.19129109777777778,0.75,-9999,0.0,344.9185973722917,1.0,-9999,0.0,-9999,0.0,394.025,1.0,-9999,-9999,-9999,-9999,28.6622,-9999,-9999,-9999,-9999,-9999,42.4959,-9999,-9999,-9999,-9999,-9999,-2.45276,1.0,-9999,-2.45276,-2.45276,-2.45276,1.0,1.0,1.0,3.08054,3.08054,3.08054,3.08054,5.53329,5.53329,5.53329,5.53329,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031012,15.101,1.0,249.374,150.939,0.0,334.368,0.0,4.502,0.0,100.427,1.0,20.8,1.0,1.287,0.770833,0.22105928054054053,0.7708333333333334,-9999,0.0,284.7068764502083,1.0,-9999,0.0,-9999,0.0,392.385,1.0,-9999,-9999,-9999,-9999,23.5468,-9999,-9999,-9999,-9999,-9999,62.3922,-9999,-9999,-9999,-9999,-9999,-0.91644,0.8125,-9999,-0.91644,-0.91644,-0.91644,0.8125,0.8125,0.8125,3.03438,3.03438,3.03438,3.03438,3.95082,3.95082,3.95082,3.95082,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031013,14.839,1.0,246.325,152.981,0.0,309.711,0.0,4.956,0.0,99.838,1.0,5.4,1.0,2.49,0.604167,0.4988091206896551,0.6041666666666666,-9999,0.0,342.22197235375,1.0,-9999,0.0,-9999,0.0,378.655,0.708333,-9999,-9999,-9999,-9999,75.4348,-9999,-9999,-9999,-9999,-9999,10.2631,-9999,-9999,-9999,-9999,-9999,-1.3485,0.645833,-9999,-1.3485,-1.3485,-1.3485,0.645833,0.645833,0.645833,2.97652,2.97652,2.97652,2.97652,4.32502,4.32502,4.32502,4.32502,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031014,11.858,1.0,243.29,155.606,0.0,285.925,0.0,4.642,0.0,100.38,1.0,0.0,1.0,1.806,0.916667,0.3020682068181818,0.9166666666666666,-9999,-9999,329.3211514854167,1.0,-9999,-9999,-9999,-9999,377.46,1.0,-9999,-9999,-9999,-9999,39.013,-9999,-9999,-9999,-9999,-9999,37.8113,-9999,-9999,-9999,-9999,-9999,-1.36669,1.0,-9999,-1.36669,-1.36669,-1.36669,1.0,1.0,1.0,2.82776,2.82776,2.82776,2.82776,4.19445,4.19445,4.19445,4.19445,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031015,12.439,1.0,240.27,24.247,0.0,342.557,0.0,3.259,0.0,98.299,1.0,22.7,1.0,4.213,0.729167,0.7777908628571428,0.7291666666666666,-9999,0.0,70.74027205520834,1.0,-9999,0.0,-9999,0.0,372.571,1.0,-9999,-9999,-9999,-9999,33.3811,-9999,-9999,-9999,-9999,-9999,-24.8028,-9999,-9999,-9999,-9999,-9999,0.275555,0.8125,-9999,0.275555,0.275555,0.275555,0.8125,0.8125,0.8125,2.79458,2.79458,2.79458,2.79458,2.51903,2.51903,2.51903,2.51903,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031016,8.881,1.0,237.265,123.64,0.0,276.093,0.0,4.94,0.0,99.729,1.0,0.1,1.0,3.55,0.6875,0.6816714090909091,0.6875,-9999,0.0,295.30983562558333,1.0,-9999,0.0,-9999,0.0,365.356,1.0,-9999,-9999,-9999,-9999,40.0877,-9999,-9999,-9999,-9999,-9999,2.51578,-9999,-9999,-9999,-9999,-9999,-0.843651,0.8125,-9999,-0.843651,-0.843651,-0.843651,0.8125,0.8125,0.8125,2.66323,2.66323,2.66323,2.66323,3.50688,3.50688,3.50688,3.50688,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031017,6.341,1.0,234.278,92.003,0.0,274.448,0.0,3.211,0.0,100.846,1.0,0.0,1.0,2.227,0.958333,0.3391573586956521,0.9583333333333334,-9999,0.0,173.07714265158333,1.0,-9999,0.0,-9999,0.0,369.043,1.0,-9999,-9999,-9999,-9999,20.1254,-9999,-9999,-9999,-9999,-9999,8.26299,-9999,-9999,-9999,-9999,-9999,-1.34499,1.0,-9999,-1.34499,-1.34499,-1.34499,1.0,1.0,1.0,2.56988,2.56988,2.56988,2.56988,3.91488,3.91488,3.91488,3.91488,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031018,6.184,1.0,231.307,84.098,0.0,282.6,0.0,2.339,0.0,100.665,1.0,0.0,1.0,1.39,0.854167,0.23682198487804879,0.8541666666666666,-9999,0.0,206.043138232625,1.0,-9999,0.0,-9999,0.0,374.282,1.0,-9999,-9999,-9999,-9999,26.9905,-9999,-9999,-9999,-9999,-9999,24.024,-9999,-9999,-9999,-9999,-9999,-1.91355,0.895833,-9999,-1.91355,-1.91355,-1.91355,0.895833,0.895833,0.895833,2.55675,2.55675,2.55675,2.55675,4.47029,4.47029,4.47029,4.47029,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031019,4.422,1.0,228.356,121.07,0.0,253.549,0.0,2.34,0.0,100.49,1.0,0.0,1.0,1.873,0.958333,0.2738456673913044,0.9583333333333334,-9999,0.0,152.86193483791666,1.0,-9999,0.0,-9999,0.0,366.999,1.0,-9999,-9999,-9999,-9999,15.7268,-9999,-9999,-9999,-9999,-9999,14.1125,-9999,-9999,-9999,-9999,-9999,-1.98777,1.0,-9999,-1.98777,-1.98777,-1.98777,1.0,1.0,1.0,2.47553,2.47553,2.47553,2.47553,4.4633,4.4633,4.4633,4.4633,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031020,4.708,1.0,225.424,114.128,0.0,275.683,0.0,3.104,0.0,100.667,1.0,0.1,1.0,2.222,0.875,0.395065991904762,0.875,-9999,0.0,236.53646871875,1.0,-9999,0.0,-9999,0.0,367.076,1.0,-9999,-9999,-9999,-9999,21.6071,-9999,-9999,-9999,-9999,-9999,27.6502,-9999,-9999,-9999,-9999,-9999,-1.5018,0.958333,-9999,-1.5018,-1.5018,-1.5018,0.958333,0.958333,0.958333,2.41627,2.41627,2.41627,2.41627,3.91807,3.91807,3.91807,3.91807,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031021,1.622,1.0,222.514,9.438,0.0,328.615,0.0,0.793,0.0,99.247,1.0,56.5,1.0,2.893,0.583333,0.681491125,0.5833333333333334,-9999,-9999,16.60725009966667,1.0,-9999,-9999,-9999,-9999,369.178,0.791667,-9999,-9999,-9999,-9999,0.131147,-9999,-9999,-9999,-9999,-9999,-29.387,-9999,-9999,-9999,-9999,-9999,1.4187,0.645833,-9999,1.4187,1.4187,1.4187,0.645833,0.645833,0.645833,2.24867,2.24867,2.24867,2.24867,0.829977,0.829977,0.829977,0.829977,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031022,1.147,1.0,219.625,33.942,0.0,313.389,0.0,1.491,0.0,99.147,1.0,1.8,1.0,3.52,0.541667,0.7690350153846155,0.5416666666666666,-9999,0.0,51.69903313133333,1.0,-9999,0.0,-9999,0.0,365.337,0.9375,-9999,-9999,-9999,-9999,-2.17576,-9999,-9999,-9999,-9999,-9999,-38.0642,-9999,-9999,-9999,-9999,-9999,0.611628,0.833333,-9999,0.611628,0.611628,0.611628,0.833333,0.833333,0.833333,2.16772,2.16772,2.16772,2.16772,1.55609,1.55609,1.55609,1.55609,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031023,1.393,1.0,216.76,27.423,0.0,306.142,0.0,1.031,0.0,98.596,1.0,4.2,1.0,2.729,0.479167,-9999,0.0,-9999,0.0,68.25365353458334,1.0,-9999,0.0,-9999,0.0,365.06,1.0,-9999,-9999,-9999,-9999,-0.354828,-9999,-9999,-9999,-9999,-9999,20.391,-9999,-9999,-9999,-9999,-9999,-0.117537,0.895833,-9999,-0.117537,-0.117537,-0.117537,0.895833,0.895833,0.895833,2.13005,2.13005,2.13005,2.13005,2.24759,2.24759,2.24759,2.24759,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031024,2.406,1.0,213.919,91.494,0.0,262.877,0.0,2.04,0.0,100.379,1.0,0.0,1.0,2.706,0.645833,0.4872593767741935,0.6458333333333334,-9999,0.0,163.7329179475,1.0,-9999,0.0,-9999,0.0,365.905,1.0,-9999,-9999,-9999,-9999,15.7385,-9999,-9999,-9999,-9999,-9999,-10.8932,-9999,-9999,-9999,-9999,-9999,-1.30998,0.770833,-9999,-1.30998,-1.30998,-1.30998,0.770833,0.770833,0.770833,2.21342,2.21342,2.21342,2.21342,3.5234,3.5234,3.5234,3.5234,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031025,4.423,1.0,211.103,103.685,0.0,278.803,0.0,3.087,0.0,101.98,1.0,0.0,1.0,2.15,1.0,0.3370213910416667,1.0,-9999,0.0,189.92471816054163,1.0,-9999,0.0,-9999,0.0,368.507,1.0,-9999,-9999,-9999,-9999,17.2753,-9999,-9999,-9999,-9999,-9999,13.7071,-9999,-9999,-9999,-9999,-9999,-1.61885,1.0,-9999,-1.61885,-1.61885,-1.61885,1.0,1.0,1.0,2.34451,2.34451,2.34451,2.34451,3.96336,3.96336,3.96336,3.96336,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031026,10.96,1.0,208.313,21.165,0.0,350.047,0.0,1.805,0.0,101.209,1.0,0.5,1.0,2.809,0.729167,0.42353507028571424,0.7291666666666666,-9999,0.0,26.56086560347917,1.0,-9999,0.0,-9999,0.0,371.625,1.0,-9999,-9999,-9999,-9999,-1.4331,-9999,-9999,-9999,-9999,-9999,-10.388,-9999,-9999,-9999,-9999,-9999,1.43115,0.895833,-9999,1.43115,1.43115,1.43115,0.895833,0.895833,0.895833,2.62177,2.62177,2.62177,2.62177,1.19062,1.19062,1.19062,1.19062,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031027,14.789,1.0,205.551,14.005,0.0,376.802,0.0,1.097,0.0,99.992,1.0,19.6,1.0,3.907,0.791667,0.7214711157894736,0.7916666666666666,-9999,0.0,22.418032762020832,1.0,-9999,0.0,-9999,0.0,367.481,1.0,-9999,-9999,-9999,-9999,-1.68878,-9999,-9999,-9999,-9999,-9999,-23.8703,-9999,-9999,-9999,-9999,-9999,3.05714,0.9375,-9999,3.05714,3.05714,3.05714,0.9375,0.9375,0.9375,2.80227,2.80227,2.80227,2.80227,-0.254871,-0.254871,-0.254871,-0.254871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031028,10.301,1.0,202.816,115.673,0.0,299.222,0.0,2.981,0.0,100.266,1.0,2.1,1.0,1.936,0.958333,0.3646114267391304,0.9583333333333334,-9999,-9999,237.51650016666667,1.0,-9999,-9999,-9999,-9999,374.18,1.0,-9999,-9999,-9999,-9999,35.2567,-9999,-9999,-9999,-9999,-9999,3.6068,-9999,-9999,-9999,-9999,-9999,-1.05057,0.979167,-9999,-1.05057,-1.05057,-1.05057,0.979167,0.979167,0.979167,2.67739,2.67739,2.67739,2.67739,3.72797,3.72797,3.72797,3.72797,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031029,11.183,1.0,200.112,6.625,0.0,361.873,0.0,1.083,0.0,99.755,1.0,27.0,1.0,3.228,0.541667,0.5796034096153846,0.5416666666666666,-9999,0.0,20.965385785520834,1.0,-9999,0.0,-9999,0.0,378.536,0.895833,-9999,-9999,-9999,-9999,19.4725,-9999,-9999,-9999,-9999,-9999,14.3611,-9999,-9999,-9999,-9999,-9999,1.19501,0.708333,-9999,1.19501,1.19501,1.19501,0.708333,0.708333,0.708333,2.69054,2.69054,2.69054,2.69054,1.49553,1.49553,1.49553,1.49553,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031030,9.047,1.0,197.437,104.379,0.0,286.593,0.0,3.783,0.0,100.571,1.0,0.1,1.0,2.78,0.833333,0.4585678475,0.8333333333333334,-9999,0.0,189.90651365624998,1.0,-9999,0.0,-9999,0.0,375.564,1.0,-9999,-9999,-9999,-9999,41.2426,-9999,-9999,-9999,-9999,-9999,-33.0252,-9999,-9999,-9999,-9999,-9999,-0.984307,0.916667,-9999,-0.984307,-0.984307,-0.984307,0.916667,0.916667,0.916667,2.62423,2.62423,2.62423,2.62423,3.60853,3.60853,3.60853,3.60853,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031031,8.67,1.0,194.795,117.889,0.0,289.58,0.0,3.437,0.0,101.466,1.0,0.0,1.0,2.113,0.958333,0.3535578463043478,0.9583333333333334,-9999,0.0,220.63202849145833,1.0,-9999,0.0,-9999,0.0,381.227,1.0,-9999,-9999,-9999,-9999,19.9855,-9999,-9999,-9999,-9999,-9999,17.3424,-9999,-9999,-9999,-9999,-9999,-2.29201,1.0,-9999,-2.29201,-2.29201,-2.29201,1.0,1.0,1.0,2.54704,2.54704,2.54704,2.54704,4.83906,4.83906,4.83906,4.83906,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031101,14.238,1.0,192.184,93.801,0.0,337.061,0.0,4.369,0.0,100.825,1.0,0.0,1.0,2.505,1.0,0.46537723604166664,1.0,-9999,0.0,191.4024903491875,1.0,-9999,0.0,-9999,0.0,381.634,1.0,-9999,-9999,-9999,-9999,31.7813,-9999,-9999,-9999,-9999,-9999,-9.48816,-9999,-9999,-9999,-9999,-9999,-1.91584,1.0,-9999,-1.91584,-1.91584,-1.91584,1.0,1.0,1.0,2.45447,2.45447,2.45447,2.45447,4.37031,4.37031,4.37031,4.37031,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031102,6.244,1.0,189.608,63.372,0.0,292.105,0.0,2.936,0.0,101.415,1.0,0.0,1.0,1.247,0.791667,0.18585291368421053,0.7916666666666666,-9999,0.0,91.0570322330625,1.0,-9999,0.0,-9999,0.0,373.136,1.0,-9999,-9999,-9999,-9999,15.3177,-9999,-9999,-9999,-9999,-9999,-2.20791,-9999,-9999,-9999,-9999,-9999,-0.979865,0.916667,-9999,-0.979865,-0.979865,-0.979865,0.916667,0.916667,0.916667,2.0678,2.0678,2.0678,2.0678,3.04767,3.04767,3.04767,3.04767,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031103,4.902,1.0,187.065,18.556,0.0,325.686,0.0,2.393,0.0,101.235,1.0,1.5,1.0,1.169,0.541667,0.23861264115384617,0.5416666666666666,-9999,0.0,46.461856834145834,1.0,-9999,0.0,-9999,0.0,383.559,1.0,-9999,-9999,-9999,-9999,3.55598,-9999,-9999,-9999,-9999,-9999,4.58728,-9999,-9999,-9999,-9999,-9999,0.277163,0.6875,-9999,0.277163,0.277163,0.277163,0.6875,0.6875,0.6875,1.99757,1.99757,1.99757,1.99757,1.72041,1.72041,1.72041,1.72041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031104,1.46,0.5,184.559,57.44,0.0,298.171,0.0,3.297,0.0,101.921,1.0,2.53,0.479167,2.154,0.833333,0.40284336,0.8333333333333334,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,368.278,1.0,-9999,-9999,-9999,-9999,21.7415,-9999,-9999,-9999,-9999,-9999,-34.8119,-9999,-9999,-9999,-9999,-9999,-0.0817182,0.9375,-9999,-0.0817182,-0.0817182,-0.0817182,0.9375,0.9375,0.9375,1.86926,1.86926,1.86926,1.86926,1.95098,1.95098,1.95098,1.95098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20031105,4.34,0.0,182.088,19.946,0.0,334.332,0.0,1.137,0.0,101.227,1.0,7.995,0.0,1.409,0.645833,0.1544748361290323,0.6458333333333334,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,373.698,1.0,-9999,-9999,-9999,-9999,0.0816292,-9999,-9999,-9999,-9999,-9999,-6.36423,-9999,-9999,-9999,-9999,-9999,0.802488,0.75,-9999,0.802488,0.802488,0.802488,0.75,0.75,0.75,1.92146,1.92146,1.92146,1.92146,1.11898,1.11898,1.11898,1.11898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
